KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
KEDIRI,BIKIN BUKET,2019,PEREMPUAN,24,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,"PRODUSEN SAMBEL PECEL, BUMBU GADO-GADO DAN BUMBU SATE",2014,LAKI-LAKI,56,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1075.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KEDIRI,BROWNIES BATIK DAN KUPING GAJAH,2017,PEREMPUAN,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KEDIRI,MEBUAT ONDE ONDE KERING,2020,PEREMPUAN,29,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR KABUPATEN
KEDIRI,MEMBUAT KERAJINAN HANDMADE SOUVENIR,2008,PEREMPUAN,49,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1629.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KEDIRI,SENAPAN ANGIN,2000,LAKI-LAKI,49,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2520.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KEDIRI,BATIK,2012,PEREMPUAN,54,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,BATIK,2010,PEREMPUAN,44,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KEDIRI,MEMBUAT BATIK,2013,PEREMPUAN,48,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
KEDIRI,BATIK,2015,PEREMPUAN,39,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1313.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KEDIRI,MEMBUAT BATIK TULIS / CAP,2011,LAKI-LAKI,52,TAMAT D3,UD,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KEDIRI,MEMBUAT BATIK TULIS/CAP,2013,PEREMPUAN,48,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KEDIRI,KRIPIK PISANG,2018,PEREMPUAN,44,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,MEMBUAT MADUMONGSO,2018,PEREMPUAN,37,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KEDIRI,MEMBUAT KERUDUNG DAN PAKAIAN RAJUT,2020,PEREMPUAN,27,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KEDIRI,KUE BASAH,2019,PEREMPUAN,44,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,PRODUKSI SAMBAL PECEL DAN JUALAN BUNGA,2010,PEREMPUAN,36,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,MENANAM JAMBU KRISTAL,2012,PEREMPUAN,49,TAMAT SLTA,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",122.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KEDIRI,KRIPIK WADER,2014,PEREMPUAN,55,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KEDIRI,PRODUKSI KRIPIK WADER,2014,PEREMPUAN,55,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KEDIRI,KONFEKSI DAN PERCETAKAN,2019,LAKI-LAKI,61,S1/ LEBIH,YAYASAN,INDUSTRI PENGOLAHAN,1709.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KEDIRI,SAMVAL,2016,PEREMPUAN,37,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,PRODUKSI ANEKA KERIPIK,2004,PEREMPUAN,47,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,JASA MERANGKAI HANTARAN,2015,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,3290.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT TEMPE,2000,LAKI-LAKI,52,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,1039.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT TEPUNG MOCAF,2010,PEREMPUAN,53,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1061.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MALANG,OLAHAN KRIPIK BUAH,2016,PEREMPUAN,53,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,,"MERK, HALAL, ISO 9001: 2015",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,"MEMBUAT SPREI, BEDCOVER DAN BABY SET",2016,PEREMPUAN,49,S1/ LEBIH,IUMK,AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,MEMBUAT PREMIUM MASKER,2015,PEREMPUAN,39,TAMAT D3,IUMK,AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,KRIPIK SINGKONG,1997,LAKI-LAKI,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,SUSU KEDELAI,2000,PEREMPUAN,25,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5630.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PENGRAJIN TEMPE,1999,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PENGRAJIN TAHU TEMPE,2007,LAKI-LAKI,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT PAI BUAH,2017,PEREMPUAN,40,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PERAJIN TEMPE,2003,LAKI-LAKI,45,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PENJUALAN KRIPIK TEMPE,2010,PEREMPUAN,40,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT PERMEN,2014,PEREMPUAN,43,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1073.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MALANG,MEMBUAT ANEKA BUKET,2018,PEREMPUAN,43,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,BATIK TULIS TJOKROHOETOMO (WARNA ALAMI),2018,PEREMPUAN,53,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PRODUKSI KAOS LUKIS TANPA TINTA DAN KERAJINAN DARI LIMBAH KAIN PERCA,2016,LAKI-LAKI,34,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,HANDICRAFT DAN ACESORIES,2018,PEREMPUAN,39,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,MEMBUAT KUE KERING SAMA KOPI BUBUK,2020,PEREMPUAN,42,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,KOPI,2020,LAKI-LAKI,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,"MEMBUAT MASKER, KONEKTOR, TALI MASKER, DLL",2018,PEREMPUAN,29,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,MEMBUAT DETERGEN LAUNDRI,2020,LAKI-LAKI,48,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2023.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,SARUNG BANTAL KURSI,2019,PEREMPUAN,45,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1392.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,KRIPIK SINGKONG,1997,LAKI-LAKI,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT KOPI BUBUK,2018,PEREMPUAN,55,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,ECOPRINT,2019,PEREMPUAN,46,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,MEMBUAT ASESORIES,2014,PEREMPUAN,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,PENGOLAHAN LIMBAH PLASTIK PABRIK,2011,LAKI-LAKI,50,TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2013.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR KABUPATEN
MALANG,MEMBUAT KOPI BUBUK,2015,PEREMPUAN,38,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MALANG,MEMBUAT PREMIUM MASKER,2015,PEREMPUAN,39,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,MEMBUAT JAS HUJAN DAN COVER MOBIL,2018,LAKI-LAKI,41,TAMAT D3,CV,INDUSTRI PENGOLAHAN,2219.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,ECOPRINT DAN SHIBORI,2020,PEREMPUAN,50,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
MALANG,PRODUKSI KECAP KEDELAI LOKAL,2016,LAKI-LAKI,48,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1077.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,KERIPIK KULIT LUMPIA,2018,PEREMPUAN,41,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,ROTI MANIS,2015,LAKI-LAKI,33,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT KERIPIK PISANG AMBON,2019,PEREMPUAN,39,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1039.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,PRODUKSI ANEKA KERIPIK,2004,PEREMPUAN,47,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MALANG,"MEMBUAT SPREI, BEDCOVER DAN BABY SET",2016,PEREMPUAN,49,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1392.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,ECLAIR,2017,PEREMPUAN,36,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,BATIK & CRAFT,2015,PEREMPUAN,45,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,"MEMBUAT KUE KERING NASTAR, KASTENGEL, PUTRI SALJU, LIDAH KUCING, KUE KACANG, FUDGY BROWNIES, PROL TAPE",2017,PEREMPUAN,35,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,KUE KERING,2020,PEREMPUAN,40,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MALANG,MEMBUAT KRIPIK PISANG,2017,PEREMPUAN,40,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,KULINER,2021,LAKI-LAKI,35,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MALANG,MEMBUAT TEPUNG,2021,LAKI-LAKI,26,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1061.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,HOME DEKOR. SOUVERNIR 8-9 JT,2011,PEREMPUAN,54,TAMAT D3,IUMK,KONSTRUKSI,4330.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,REVIEWER MAKANAN,2017,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INFORMASI DAN KOMUNIKASI,6201.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PRODUKSI KERIPIK UBI JALAR RASA MADU,2019,LAKI-LAKI,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1031.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,STIK KEJU,2021,LAKI-LAKI,20,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,"ECOPRINT,DAN SHIBORI",2019,PEREMPUAN,50,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,"PRODUKSI KERAJINAN TAS, DOMPET DAN SOUVENIR DARI KAIN DAN KULIT SINTETIS",2012,PEREMPUAN,36,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1512.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,KERAJINAN DECOUPAGE INTERIOR,2009,PEREMPUAN,42,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,PAINTING ANEKA MEDIA,2015,PEREMPUAN,47,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4778.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,HANDICRAFT ANYAMAN DAN KUPU-KUPU BULU ANGSA,2002,PEREMPUAN,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1629.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,MENJUAL KAIN BATIK & MENERIMA JASA JAHIT BAJU,2006,PEREMPUAN,52,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT KERAJINAN DAUR ULANG,2011,PEREMPUAN,42,TAMAT SLTA,IUMK,"PENGADAAN AIR, PENGELOLAAN SAMPAH DAN DAUR ULANG",3811.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT LAMPU HIAS DAUR ULANG,2020,PEREMPUAN,49,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2229.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,BAJU LUKIS,2009,PEREMPUAN,53,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
MALANG,DECOUPAGE INTERIOR,2009,PEREMPUAN,42,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,JILBAB ANAK,2017,PEREMPUAN,28,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1413.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,LOKAL KABUPATEN
MALANG,BATIK CAP DAN TULIS,1996,LAKI-LAKI,56,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,"KECIL 2: OMSET SATU TAHUN ANTARA 1 - 2,5 MILYAR",ANTAR PROVINSI
MALANG,SANDAL KRISTIK,1987,PEREMPUAN,42,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1520.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,PRODUKSI BATIK DAN PRODUK BATIK,2010,PEREMPUAN,63,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR PROVINSI
MALANG,PRODUKSI BUNGA DAN SOUVENIR BAHAN KULIT JAGUNG,1999,PEREMPUAN,49,TAMAT SLTA,UD,"PERTANIAN, KEHUTANAN & PERIKANAN",119.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,MEMPRODUKSI ANYAMAN MENDONG DAN KUPU BULU,2002,PEREMPUAN,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1629.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MALANG,MEMBUAT POT,2020,PEREMPUAN,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PENGADAAN AIR, PENGELOLAAN SAMPAH DAN DAUR ULANG",3830.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,MEMBUAT KACAMATA KAYU.HANDSCRAF DLL,2017,LAKI-LAKI,47,TAMAT D3,YAYASAN,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4643.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MALANG,KONVEKSI BONEKA,2011,PEREMPUAN,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,3240.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR PROVINSI
MALANG,PEMBUATAN AKSESORIS RUMAH,2019,LAKI-LAKI,31,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4778.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MALANG,PRODUSEN KECAP KEDELAI LOKAL,2016,LAKI-LAKI,48,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1077.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,MEMBUAT KRIPIK KULIT LUMPIA REMPAH,2018,PEREMPUAN,41,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1031.0,"MERK, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MALANG,PIA DAN KUKER,2017,PEREMPUAN,38,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MALANG,ECOPRINT,2019,PEREMPUAN,46,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
MALANG,RAMBAK PISANG,2017,LAKI-LAKI,40,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1031.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK","KECIL 2: OMSET SATU TAHUN ANTARA 1 - 2,5 MILYAR","LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
